Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDevFitness,P0   ,P25  ,P50  ,P75  ,P100 ,MeanPheromone,StandardDevPheromone,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s),PheromoneImageSaved
224,2320.0000,3764.0000,2320.0000,4698.0000,2683.9800,480.0505,2320.0000,2320.0000,2320.0000,2992.5000,3764.0000,0.1756,0.2830,0.0010,0.0010,0.0010,0.2525,1.0000,-11.4800,-20009.4121,0.0574,true
225,2320.0000,4078.0000,2320.0000,4698.0000,2623.0400,433.6145,2320.0000,2320.0000,2320.0000,2911.0000,4078.0000,0.1753,0.2820,0.0010,0.0010,0.0010,0.2612,1.0000,60.9400,108665.6098,0.0561,true
226,2320.0000,3938.0000,2320.0000,4698.0000,2644.9400,450.8803,2320.0000,2320.0000,2320.0000,3025.5000,3938.0000,0.1754,0.2784,0.0010,0.0010,0.0010,0.2547,1.0000,-21.9000,-38638.7856,0.0567,true
227,2320.0000,3862.0000,2320.0000,4698.0000,2668.9000,426.3533,2320.0000,2320.0000,2518.0000,2970.5000,3862.0000,0.1755,0.2758,0.0010,0.0010,0.0010,0.2538,1.0000,-23.9600,-42931.6051,0.0568,true
228,2320.0000,3830.0000,2320.0000,4698.0000,2616.6200,417.5658,2320.0000,2320.0000,2320.0000,2954.0000,3830.0000,0.1750,0.2776,0.0010,0.0010,0.0010,0.2548,1.0000,52.2800,92932.6398,0.0553,true
229,2320.0000,3892.0000,2320.0000,4698.0000,2612.2000,401.2775,2320.0000,2320.0000,2320.0000,2878.5000,3892.0000,0.1748,0.2775,0.0010,0.0010,0.0010,0.2593,1.0000,4.4200,7309.6272,0.0605,true
230,2320.0000,3584.0000,2320.0000,4698.0000,2576.4800,368.8528,2320.0000,2320.0000,2320.0000,2828.5000,3584.0000,0.1746,0.2793,0.0010,0.0010,0.0010,0.2537,1.0000,35.7200,65196.2824,0.0548,true
231,2320.0000,3796.0000,2320.0000,4698.0000,2694.1200,432.0087,2320.0000,2320.0000,2481.0000,3049.5000,3796.0000,0.1744,0.2777,0.0010,0.0010,0.0010,0.2478,1.0000,-117.6400,-209319.3740,0.0562,true
232,2320.0000,3622.0000,2320.0000,4698.0000,2647.2200,416.0833,2320.0000,2320.0000,2320.0000,3043.5000,3622.0000,0.1747,0.2729,0.0010,0.0010,0.0010,0.2713,1.0000,46.9000,84730.9116,0.0554,true
233,2320.0000,4078.0000,2320.0000,4698.0000,2656.0400,419.0357,2320.0000,2320.0000,2481.0000,2954.0000,4078.0000,0.1746,0.2788,0.0010,0.0010,0.0010,0.2425,1.0000,-8.8200,-15114.3861,0.0584,true
234,2320.0000,4088.0000,2320.0000,4698.0000,2694.4200,438.3120,2320.0000,2320.0000,2518.0000,3039.0000,4088.0000,0.1749,0.2773,0.0010,0.0010,0.0010,0.2676,1.0000,-38.3800,-67657.8536,0.0567,true
235,2320.0000,3954.0000,2320.0000,4698.0000,2588.2400,386.2836,2320.0000,2320.0000,2320.0000,2850.5000,3954.0000,0.1748,0.2735,0.0010,0.0010,0.0010,0.2608,1.0000,106.1800,188534.1814,0.0563,true
236,2320.0000,4678.0000,2320.0000,4698.0000,2631.8600,458.4829,2320.0000,2320.0000,2320.0000,2904.5000,4678.0000,0.1750,0.2708,0.0010,0.0010,0.0010,0.2589,1.0000,-43.6200,-78244.8191,0.0557,true
237,2320.0000,3764.0000,2320.0000,4698.0000,2676.5600,413.5603,2320.0000,2320.0000,2518.0000,3039.0000,3764.0000,0.1751,0.2679,0.0010,0.0010,0.0010,0.2640,1.0000,-44.7000,-78865.6056,0.0567,true
238,2320.0000,4162.0000,2320.0000,4698.0000,2658.0400,432.9581,2320.0000,2320.0000,2320.0000,2984.0000,4162.0000,0.1753,0.2701,0.0010,0.0010,0.0010,0.2628,1.0000,18.5200,30960.5287,0.0598,true
239,2320.0000,3800.0000,2320.0000,4698.0000,2686.2800,442.6272,2320.0000,2320.0000,2518.0000,3028.5000,3800.0000,0.1754,0.2719,0.0010,0.0010,0.0010,0.2647,1.0000,-28.2400,-50262.9729,0.0562,true
240,2320.0000,3814.0000,2320.0000,4698.0000,2683.0200,450.3881,2320.0000,2320.0000,2320.0000,3045.0000,3814.0000,0.1755,0.2714,0.0010,0.0010,0.0010,0.2550,1.0000,3.2600,5907.1134,0.0552,true
241,2320.0000,4152.0000,2320.0000,4698.0000,2641.0800,476.2098,2320.0000,2320.0000,2320.0000,2940.5000,4152.0000,0.1755,0.2731,0.0010,0.0010,0.0010,0.2593,1.0000,41.9400,74606.5545,0.0562,true
242,2320.0000,3672.0000,2320.0000,4698.0000,2600.5000,399.7195,2320.0000,2320.0000,2320.0000,2904.5000,3672.0000,0.1756,0.2714,0.0010,0.0010,0.0010,0.2538,1.0000,40.5800,70328.4362,0.0577,true
243,2320.0000,3796.0000,2320.0000,4698.0000,2569.0200,385.1939,2320.0000,2320.0000,2320.0000,2654.5000,3796.0000,0.1756,0.2736,0.0010,0.0010,0.0010,0.2703,1.0000,31.4800,54981.9056,0.0573,true
244,2320.0000,4078.0000,2320.0000,4698.0000,2690.3600,451.6176,2320.0000,2320.0000,2382.0000,3072.0000,4078.0000,0.1757,0.2727,0.0010,0.0010,0.0010,0.2806,1.0000,-121.3400,-212698.8245,0.0570,true
245,2320.0000,3770.0000,2320.0000,4698.0000,2609.9800,411.1409,2320.0000,2320.0000,2320.0000,2904.5000,3770.0000,0.1757,0.2739,0.0010,0.0010,0.0010,0.2890,1.0000,80.3800,138542.0168,0.0580,true
246,2320.0000,4114.0000,2320.0000,4698.0000,2592.1800,410.4226,2320.0000,2320.0000,2320.0000,2904.0000,4114.0000,0.1757,0.2724,0.0010,0.0010,0.0010,0.2753,1.0000,17.8000,29169.8076,0.0610,true
247,2320.0000,3964.0000,2320.0000,4698.0000,2642.9200,395.6395,2320.0000,2320.0000,2433.0000,2972.0000,3964.0000,0.1757,0.2741,0.0010,0.0010,0.0010,0.2714,1.0000,-50.7400,-90580.1306,0.0560,true
248,2320.0000,4032.0000,2320.0000,4698.0000,2709.7000,477.3245,2320.0000,2320.0000,2452.0000,3072.0000,4032.0000,0.1757,0.2772,0.0010,0.0010,0.0010,0.2564,1.0000,-66.7800,-119069.0576,0.0561,true
249,2320.0000,4168.0000,2320.0000,4698.0000,2616.6400,441.3275,2320.0000,2320.0000,2320.0000,2886.0000,4168.0000,0.1758,0.2739,0.0010,0.0010,0.0010,0.2699,1.0000,93.0600,164139.7216,0.0567,true
250,2320.0000,4000.0000,2320.0000,4698.0000,2637.0200,441.6157,2320.0000,2320.0000,2320.0000,2966.0000,4000.0000,0.1758,0.2747,0.0010,0.0010,0.0010,0.2718,1.0000,-20.3800,-36868.5937,0.0553,true
251,2320.0000,3978.0000,2320.0000,4698.0000,2672.1200,454.4686,2320.0000,2320.0000,2320.0000,3005.0000,3978.0000,0.1758,0.2751,0.0010,0.0010,0.0010,0.2623,1.0000,-35.1000,-59890.3546,0.0586,true
252,2320.0000,4196.0000,2320.0000,4698.0000,2641.2800,434.7609,2320.0000,2320.0000,2320.0000,2947.0000,4196.0000,0.1758,0.2800,0.0010,0.0010,0.0010,0.2628,1.0000,30.8400,54866.5608,0.0572,true
253,2320.0000,4130.0000,2320.0000,4698.0000,2704.4600,510.8632,2320.0000,2320.0000,2320.0000,3079.0000,4130.0000,0.1758,0.2812,0.0010,0.0010,0.0010,0.2459,1.0000,-63.1800,-109304.1763,0.0568,true
254,2320.0000,3688.0000,2320.0000,4698.0000,2667.9000,421.2094,2320.0000,2320.0000,2382.0000,2989.0000,3688.0000,0.1758,0.2806,0.0010,0.0010,0.0010,0.2389,1.0000,36.5600,64683.6939,0.0565,true
255,2320.0000,3780.0000,2320.0000,4698.0000,2596.7000,392.6051,2320.0000,2320.0000,2320.0000,2904.0000,3780.0000,0.1758,0.2820,0.0010,0.0010,0.0010,0.2583,1.0000,71.2000,116433.0919,0.0612,true
256,2320.0000,3834.0000,2320.0000,4698.0000,2654.5200,437.6506,2320.0000,2320.0000,2320.0000,2940.5000,3834.0000,0.1758,0.2802,0.0010,0.0010,0.0010,0.2514,1.0000,-57.8200,-103220.5084,0.0560,true
257,2320.0000,3546.0000,2320.0000,4698.0000,2544.6800,315.2367,2320.0000,2320.0000,2320.0000,2632.5000,3546.0000,0.1758,0.2790,0.0010,0.0010,0.0010,0.2496,1.0000,109.8400,194169.2653,0.0566,true
258,2320.0000,3824.0000,2320.0000,4698.0000,2657.0400,430.8787,2320.0000,2320.0000,2320.0000,2999.0000,3824.0000,0.1758,0.2790,0.0010,0.0010,0.0010,0.2232,1.0000,-112.3600,-190376.1437,0.0590,true
259,2320.0000,3642.0000,2320.0000,4698.0000,2617.7200,384.8457,2320.0000,2320.0000,2320.0000,2954.0000,3642.0000,0.1758,0.2824,0.0010,0.0010,0.0010,0.2128,1.0000,39.3200,68943.5091,0.0570,true
260,2320.0000,4100.0000,2320.0000,4698.0000,2642.6200,460.4254,2320.0000,2320.0000,2320.0000,3008.0000,4100.0000,0.1758,0.2823,0.0010,0.0010,0.0010,0.2078,1.0000,-24.9000,-42916.7536,0.0580,true
261,2320.0000,3770.0000,2320.0000,4698.0000,2646.2400,406.2785,2320.0000,2320.0000,2459.0000,2966.0000,3770.0000,0.1758,0.2828,0.0010,0.0010,0.0010,0.2390,1.0000,-3.6200,-6294.2182,0.0575,true
262,2320.0000,4168.0000,2320.0000,4698.0000,2549.4600,396.8951,2320.0000,2320.0000,2320.0000,2662.0000,4168.0000,0.1758,0.2818,0.0010,0.0010,0.0010,0.2461,1.0000,96.7800,166410.7515,0.0582,true
263,2320.0000,3796.0000,2320.0000,4698.0000,2706.0800,462.8458,2320.0000,2320.0000,2514.0000,3063.0000,3796.0000,0.1758,0.2849,0.0010,0.0010,0.0010,0.2362,1.0000,-156.6200,-263706.4376,0.0594,true
264,2320.0000,3686.0000,2320.0000,4698.0000,2644.1200,416.0205,2320.0000,2320.0000,2320.0000,2970.5000,3686.0000,0.1758,0.2829,0.0010,0.0010,0.0010,0.2328,1.0000,61.9600,106712.0428,0.0581,true
265,2320.0000,4204.0000,2320.0000,4698.0000,2656.0800,470.0957,2320.0000,2320.0000,2320.0000,2970.5000,4204.0000,0.1758,0.2801,0.0010,0.0010,0.0010,0.2373,1.0000,-11.9600,-21634.2936,0.0553,true
266,2320.0000,3824.0000,2320.0000,4698.0000,2621.6200,398.8372,2320.0000,2320.0000,2320.0000,2932.0000,3824.0000,0.1758,0.2820,0.0010,0.0010,0.0010,0.2326,1.0000,34.4600,61727.9528,0.0558,true
267,2320.0000,3786.0000,2320.0000,4698.0000,2657.0000,416.7393,2320.0000,2320.0000,2502.0000,2987.0000,3786.0000,0.1758,0.2813,0.0010,0.0010,0.0010,0.2206,1.0000,-35.3800,-62436.7999,0.0567,true
268,2320.0000,3738.0000,2320.0000,4698.0000,2630.8200,397.6066,2320.0000,2320.0000,2320.0000,2987.0000,3738.0000,0.1757,0.2846,0.0010,0.0010,0.0010,0.2578,1.0000,26.1800,44981.0403,0.0582,true
269,2320.0000,3610.0000,2320.0000,4698.0000,2601.6200,387.1115,2320.0000,2320.0000,2320.0000,2966.0000,3610.0000,0.1757,0.2849,0.0010,0.0010,0.0010,0.2612,1.0000,29.2000,49405.1919,0.0591,true
270,2320.0000,3564.0000,2320.0000,4698.0000,2610.8200,376.7560,2320.0000,2320.0000,2320.0000,2940.5000,3564.0000,0.1757,0.2827,0.0010,0.0010,0.0010,0.2517,1.0000,-9.2000,-16368.8835,0.0562,true
271,2320.0000,4328.0000,2320.0000,4698.0000,2647.0200,452.5358,2320.0000,2320.0000,2320.0000,2966.0000,4328.0000,0.1756,0.2862,0.0010,0.0010,0.0010,0.2424,1.0000,-36.2000,-65042.1696,0.0557,true
272,2320.0000,3814.0000,2320.0000,4698.0000,2649.0800,445.9861,2320.0000,2320.0000,2320.0000,2966.0000,3814.0000,0.1750,0.2851,0.0010,0.0010,0.0010,0.2419,1.0000,-2.0600,-3480.7175,0.0592,true
273,2320.0000,3764.0000,2320.0000,4698.0000,2671.4200,415.5416,2320.0000,2320.0000,2459.0000,3065.5000,3764.0000,0.1752,0.2880,0.0010,0.0010,0.0010,0.2521,1.0000,-22.3400,-39482.3116,0.0566,true
274,2320.0000,3796.0000,2320.0000,4698.0000,2677.3000,433.3704,2320.0000,2320.0000,2382.0000,3046.5000,3796.0000,0.1751,0.2898,0.0010,0.0010,0.0010,0.2437,1.0000,-5.8800,-10264.5926,0.0573,true
275,2320.0000,4158.0000,2320.0000,4698.0000,2710.8000,469.4183,2320.0000,2320.0000,2516.0000,3002.0000,4158.0000,0.1746,0.2869,0.0010,0.0010,0.0010,0.2332,1.0000,-33.5000,-60699.5120,0.0552,true
276,2320.0000,4310.0000,2320.0000,4698.0000,2653.5600,456.3192,2320.0000,2320.0000,2320.0000,2966.5000,4310.0000,0.1748,0.2854,0.0010,0.0010,0.0010,0.2321,1.0000,57.2400,101828.7910,0.0562,true
277,2320.0000,3954.0000,2320.0000,4698.0000,2672.9800,430.5431,2320.0000,2320.0000,2382.0000,2966.0000,3954.0000,0.1741,0.2869,0.0010,0.0010,0.0010,0.2390,1.0000,-19.4200,-33377.3897,0.0582,true
278,2320.0000,3796.0000,2320.0000,4698.0000,2570.9200,380.8447,2320.0000,2320.0000,2320.0000,2858.0000,3796.0000,0.1738,0.2881,0.0010,0.0010,0.0010,0.2218,1.0000,102.0600,183270.0944,0.0557,true
279,2320.0000,4530.0000,2320.0000,4698.0000,2715.1000,480.1083,2320.0000,2320.0000,2506.0000,3072.0000,4530.0000,0.1742,0.2866,0.0010,0.0010,0.0010,0.2371,1.0000,-144.1800,-256369.6787,0.0562,true
280,2320.0000,3796.0000,2320.0000,4698.0000,2715.0800,448.5889,2320.0000,2320.0000,2518.0000,3054.0000,3796.0000,0.1743,0.2883,0.0010,0.0010,0.0010,0.2323,1.0000,0.0200,33.8617,0.0591,true
281,2320.0000,3770.0000,2320.0000,4698.0000,2632.7200,368.8343,2320.0000,2320.0000,2320.0000,2937.5000,3770.0000,0.1737,0.2863,0.0010,0.0010,0.0010,0.2437,1.0000,82.3600,146593.6902,0.0562,true
282,2320.0000,3750.0000,2320.0000,4698.0000,2630.7000,398.5735,2320.0000,2320.0000,2320.0000,2966.5000,3750.0000,0.1738,0.2862,0.0010,0.0010,0.0010,0.2322,1.0000,2.0200,3592.8485,0.0562,true
283,2320.0000,4144.0000,2320.0000,4698.0000,2651.2800,442.2619,2320.0000,2320.0000,2320.0000,3012.5000,4144.0000,0.1738,0.2865,0.0010,0.0010,0.0010,0.2288,1.0000,-20.5800,-36615.4383,0.0562,true
284,2320.0000,3844.0000,2320.0000,4698.0000,2619.4800,419.7745,2320.0000,2320.0000,2320.0000,2915.0000,3844.0000,0.1741,0.2852,0.0010,0.0010,0.0010,0.2482,1.0000,31.8000,55227.1259,0.0576,true
285,2320.0000,3732.0000,2320.0000,4698.0000,2632.2600,408.2092,2320.0000,2320.0000,2320.0000,2966.0000,3732.0000,0.1740,0.2850,0.0010,0.0010,0.0010,0.2396,1.0000,-12.7800,-21652.5027,0.0590,true
286,2320.0000,3998.0000,2320.0000,4698.0000,2675.6600,454.5622,2320.0000,2320.0000,2320.0000,3002.5000,3998.0000,0.1743,0.2843,0.0010,0.0010,0.0010,0.2394,1.0000,-43.4000,-73482.1036,0.0591,true
287,2320.0000,3810.0000,2320.0000,4698.0000,2620.0200,409.1549,2320.0000,2320.0000,2320.0000,2952.5000,3810.0000,0.1737,0.2862,0.0010,0.0010,0.0010,0.2325,1.0000,55.6400,99033.8680,0.0562,true
288,2320.0000,3796.0000,2320.0000,4698.0000,2645.1200,411.3924,2320.0000,2320.0000,2320.0000,2956.5000,3796.0000,0.1734,0.2892,0.0010,0.0010,0.0010,0.2282,1.0000,-25.1000,-43128.3334,0.0582,true
289,2320.0000,3736.0000,2320.0000,4698.0000,2612.4000,406.5274,2320.0000,2320.0000,2320.0000,2904.5000,3736.0000,0.1738,0.2841,0.0010,0.0010,0.0010,0.2290,1.0000,32.7200,55682.5279,0.0588,true
290,2320.0000,4088.0000,2320.0000,4698.0000,2655.9400,423.3502,2320.0000,2320.0000,2320.0000,2957.0000,4088.0000,0.1742,0.2793,0.0010,0.0010,0.0010,0.2331,1.0000,-43.5400,-77501.4418,0.0562,true
291,2320.0000,3938.0000,2320.0000,4698.0000,2611.6400,422.9469,2320.0000,2320.0000,2320.0000,2949.5000,3938.0000,0.1745,0.2779,0.0010,0.0010,0.0010,0.2428,1.0000,44.3000,79421.2824,0.0558,true
292,2320.0000,4170.0000,2320.0000,4698.0000,2699.5600,428.9045,2320.0000,2320.0000,2578.0000,2976.5000,4170.0000,0.1748,0.2780,0.0010,0.0010,0.0010,0.2580,1.0000,-87.9200,-156196.4252,0.0563,true
293,2320.0000,3564.0000,2320.0000,4698.0000,2579.3600,357.7748,2320.0000,2320.0000,2320.0000,2916.5000,3564.0000,0.1750,0.2756,0.0010,0.0010,0.0010,0.2627,1.0000,120.2000,212148.2214,0.0577,true
294,2320.0000,4144.0000,2320.0000,4698.0000,2625.3200,423.6513,2320.0000,2320.0000,2320.0000,2911.0000,4144.0000,0.1752,0.2783,0.0010,0.0010,0.0010,0.2636,1.0000,-45.9600,-80485.0115,0.0561,true
295,2320.0000,3724.0000,2320.0000,4698.0000,2559.1000,347.1346,2320.0000,2320.0000,2320.0000,2861.0000,3724.0000,0.1753,0.2806,0.0010,0.0010,0.0010,0.2658,1.0000,66.2200,115173.8304,0.0575,true
296,2320.0000,3746.0000,2320.0000,4698.0000,2613.0400,422.8097,2320.0000,2320.0000,2320.0000,2966.0000,3746.0000,0.1754,0.2823,0.0010,0.0010,0.0010,0.2589,1.0000,-53.9400,-96865.2578,0.0557,true
297,2320.0000,3934.0000,2320.0000,4698.0000,2632.4000,399.2846,2320.0000,2320.0000,2320.0000,2909.5000,3934.0000,0.1755,0.2833,0.0010,0.0010,0.0010,0.2330,1.0000,-19.3600,-32532.2928,0.0595,true
298,2320.0000,3850.0000,2320.0000,4698.0000,2594.8200,391.5321,2320.0000,2320.0000,2320.0000,2904.0000,3850.0000,0.1756,0.2843,0.0010,0.0010,0.0010,0.2415,1.0000,37.5800,66848.8199,0.0562,true
299,2320.0000,3800.0000,2320.0000,4698.0000,2592.8200,392.5679,2320.0000,2320.0000,2320.0000,2851.0000,3800.0000,0.1756,0.2850,0.0010,0.0010,0.0010,0.2478,1.0000,2.0000,3559.8654,0.0572,true
300,2320.0000,3796.0000,2320.0000,4698.0000,2655.0200,423.4421,2320.0000,2320.0000,2474.0000,2970.5000,3796.0000,0.1756,0.2818,0.0010,0.0010,0.0010,0.2139,1.0000,-62.2000,-108696.7919,0.0562,true
301,2320.0000,4066.0000,2320.0000,4698.0000,2671.3400,454.6842,2320.0000,2320.0000,2320.0000,3055.5000,4066.0000,0.1757,0.2804,0.0010,0.0010,0.0010,0.2422,1.0000,-16.3200,-29331.5217,0.0556,true
302,2320.0000,4106.0000,2320.0000,4698.0000,2682.5000,449.7095,2320.0000,2320.0000,2320.0000,3022.5000,4106.0000,0.1757,0.2779,0.0010,0.0010,0.0010,0.2516,1.0000,-11.1600,-18844.2847,0.0592,true
303,2320.0000,3872.0000,2320.0000,4698.0000,2644.4600,449.7244,2320.0000,2320.0000,2320.0000,2966.0000,3872.0000,0.1757,0.2763,0.0010,0.0010,0.0010,0.2260,1.0000,38.0400,66456.2104,0.0572,true
304,2320.0000,3786.0000,2320.0000,4698.0000,2695.9400,430.0677,2320.0000,2320.0000,2492.0000,3079.5000,3786.0000,0.1757,0.2739,0.0010,0.0010,0.0010,0.2436,1.0000,-51.4800,-92103.7330,0.0559,true
305,2320.0000,3796.0000,2320.0000,4698.0000,2684.7200,441.4907,2320.0000,2320.0000,2467.0000,3090.0000,3796.0000,0.1758,0.2709,0.0010,0.0010,0.0010,0.2827,1.0000,11.2200,19588.6386,0.0573,true
306,2320.0000,3770.0000,2320.0000,4698.0000,2610.5200,404.0547,2320.0000,2320.0000,2320.0000,2939.0000,3770.0000,0.1758,0.2690,0.0010,0.0010,0.0010,0.2777,1.0000,74.2000,125958.0536,0.0589,true
307,2320.0000,3814.0000,2320.0000,4698.0000,2618.3600,419.6681,2320.0000,2320.0000,2320.0000,2954.0000,3814.0000,0.1758,0.2672,0.0010,0.0010,0.0010,0.2898,1.0000,-7.8400,-14076.2379,0.0557,true
308,2320.0000,4168.0000,2320.0000,4698.0000,2601.4200,463.1461,2320.0000,2320.0000,2320.0000,2831.0000,4168.0000,0.1758,0.2695,0.0010,0.0010,0.0010,0.2588,1.0000,16.9400,30138.6485,0.0562,true
309,2320.0000,3934.0000,2320.0000,4698.0000,2679.5200,462.7324,2320.0000,2320.0000,2320.0000,3079.5000,3934.0000,0.1758,0.2710,0.0010,0.0010,0.0010,0.2705,1.0000,-78.1000,-136363.4776,0.0573,true
310,2320.0000,3746.0000,2320.0000,4698.0000,2689.0600,438.8192,2320.0000,2320.0000,2490.0000,3037.0000,3746.0000,0.1758,0.2699,0.0010,0.0010,0.0010,0.2848,1.0000,-9.5400,-16981.5250,0.0562,true
311,2320.0000,4302.0000,2320.0000,4698.0000,2735.9000,493.3535,2320.0000,2320.0000,2504.0000,3079.0000,4302.0000,0.1758,0.2702,0.0010,0.0010,0.0010,0.2680,1.0000,-46.8400,-83298.9515,0.0572,true
312,2320.0000,4116.0000,2320.0000,4698.0000,2706.4000,500.0367,2320.0000,2320.0000,2433.0000,3092.5000,4116.0000,0.1758,0.2711,0.0010,0.0010,0.0010,0.2722,1.0000,29.5000,51562.6092,0.0562,true
313,2320.0000,3998.0000,2320.0000,4698.0000,2690.3400,447.5350,2320.0000,2320.0000,2518.0000,2973.5000,3998.0000,0.1758,0.2685,0.0010,0.0010,0.0010,0.2774,1.0000,16.0600,28348.9641,0.0567,true
314,2320.0000,4104.0000,2320.0000,4698.0000,2662.4600,453.3221,2320.0000,2320.0000,2320.0000,3072.0000,4104.0000,0.1758,0.2697,0.0010,0.0010,0.0010,0.2425,1.0000,27.8800,46988.2361,0.0593,true
315,2320.0000,4144.0000,2320.0000,4698.0000,2638.7400,444.3066,2320.0000,2320.0000,2320.0000,2945.0000,4144.0000,0.1758,0.2697,0.0010,0.0010,0.0010,0.2671,1.0000,23.7200,40763.9284,0.0582,true
316,2320.0000,4178.0000,2320.0000,4698.0000,2653.6200,491.0627,2320.0000,2320.0000,2320.0000,2966.0000,4178.0000,0.1758,0.2695,0.0010,0.0010,0.0010,0.2672,1.0000,-14.8800,-26491.5754,0.0562,true
317,2320.0000,3796.0000,2320.0000,4698.0000,2695.3200,451.3414,2320.0000,2320.0000,2409.0000,3072.0000,3796.0000,0.1758,0.2706,0.0010,0.0010,0.0010,0.2601,1.0000,-41.7000,-74182.2607,0.0562,true
318,2320.0000,3642.0000,2320.0000,4698.0000,2613.7800,364.0622,2320.0000,2320.0000,2474.0000,2904.0000,3642.0000,0.1758,0.2716,0.0010,0.0010,0.0010,0.2480,1.0000,81.5400,149073.6373,0.0547,true
319,2320.0000,3732.0000,2320.0000,4698.0000,2687.0400,425.6130,2320.0000,2320.0000,2518.0000,3008.0000,3732.0000,0.1758,0.2695,0.0010,0.0010,0.0010,0.2499,1.0000,-73.2600,-126879.1133,0.0577,true
320,2320.0000,4152.0000,2320.0000,4698.0000,2713.2200,472.3079,2320.0000,2320.0000,2518.0000,3079.5000,4152.0000,0.1758,0.2688,0.0010,0.0010,0.0010,0.2497,1.0000,-26.1800,-45695.4949,0.0573,true
321,2320.0000,4020.0000,2320.0000,4698.0000,2712.4400,488.2241,2320.0000,2320.0000,2320.0000,3073.0000,4020.0000,0.1758,0.2702,0.0010,0.0010,0.0010,0.2613,1.0000,0.7800,1326.9526,0.0588,true
322,2320.0000,3998.0000,2320.0000,4698.0000,2617.2000,414.0884,2320.0000,2320.0000,2320.0000,2911.0000,3998.0000,0.1758,0.2702,0.0010,0.0010,0.0010,0.2521,1.0000,95.2400,169401.0843,0.0562,true
323,2320.0000,3584.0000,2320.0000,4698.0000,2638.8200,418.3044,2320.0000,2320.0000,2320.0000,2966.0000,3584.0000,0.1758,0.2710,0.0010,0.0010,0.0010,0.2478,1.0000,-21.6200,-35333.2636,0.0612,true
324,2320.0000,3784.0000,2320.0000,4698.0000,2644.9400,405.3334,2320.0000,2320.0000,2320.0000,3022.5000,3784.0000,0.1758,0.2708,0.0010,0.0010,0.0010,0.2445,1.0000,-6.1200,-10888.2848,0.0562,true
325,2320.0000,4016.0000,2320.0000,4698.0000,2620.3800,414.4845,2320.0000,2320.0000,2320.0000,2885.5000,4016.0000,0.1758,0.2703,0.0010,0.0010,0.0010,0.2617,1.0000,24.5600,43067.0169,0.0570,true
326,2320.0000,3910.0000,2320.0000,4698.0000,2698.7600,452.6745,2320.0000,2320.0000,2417.0000,3073.0000,3910.0000,0.1758,0.2694,0.0010,0.0010,0.0010,0.2633,1.0000,-78.3800,-135312.4374,0.0579,true
327,2320.0000,3602.0000,2320.0000,4698.0000,2614.9400,380.4972,2320.0000,2320.0000,2320.0000,2904.5000,3602.0000,0.1758,0.2708,0.0010,0.0010,0.0010,0.2576,1.0000,83.8200,151813.1731,0.0552,true
328,2320.0000,4128.0000,2320.0000,4698.0000,2729.0600,468.0628,2320.0000,2320.0000,2518.0000,3073.0000,4128.0000,0.1758,0.2702,0.0010,0.0010,0.0010,0.2469,1.0000,-114.1200,-195759.9076,0.0583,true
329,2320.0000,3850.0000,2320.0000,4698.0000,2568.7400,407.9942,2320.0000,2320.0000,2320.0000,2665.5000,3850.0000,0.1758,0.2705,0.0010,0.0010,0.0010,0.2583,1.0000,160.3200,279820.8532,0.0573,true
330,2320.0000,3796.0000,2320.0000,4698.0000,2612.6400,408.2363,2320.0000,2320.0000,2320.0000,2916.5000,3796.0000,0.1758,0.2729,0.0010,0.0010,0.0010,0.2444,1.0000,-43.9000,-73987.6833,0.0593,true
331,2320.0000,4088.0000,2320.0000,4698.0000,2616.5600,421.0641,2320.0000,2320.0000,2320.0000,2962.5000,4088.0000,0.1758,0.2752,0.0010,0.0010,0.0010,0.2393,1.0000,-3.9200,-6384.6872,0.0614,true
332,2320.0000,4068.0000,2320.0000,4698.0000,2631.5000,429.4671,2320.0000,2320.0000,2320.0000,2971.5000,4068.0000,0.1758,0.2707,0.0010,0.0010,0.0010,0.2772,1.0000,-14.9400,-25456.3919,0.0587,true
333,2320.0000,3964.0000,2320.0000,4698.0000,2637.0400,471.8035,2320.0000,2320.0000,2320.0000,2916.5000,3964.0000,0.1758,0.2707,0.0010,0.0010,0.0010,0.2671,1.0000,-5.5400,-9220.9158,0.0601,true
334,2320.0000,3796.0000,2320.0000,4698.0000,2649.0600,385.6143,2320.0000,2320.0000,2622.0000,2962.5000,3796.0000,0.1758,0.2752,0.0010,0.0010,0.0010,0.2656,1.0000,-12.0200,-21013.3615,0.0572,true
335,2320.0000,4078.0000,2320.0000,4698.0000,2584.8200,404.1912,2320.0000,2320.0000,2320.0000,2769.5000,4078.0000,0.1758,0.2732,0.0010,0.0010,0.0010,0.2685,1.0000,64.2400,115331.7223,0.0557,true
336,2320.0000,3798.0000,2320.0000,4698.0000,2675.2400,407.1391,2320.0000,2320.0000,2520.0000,2970.0000,3798.0000,0.1758,0.2725,0.0010,0.0010,0.0010,0.2531,1.0000,-90.4200,-158092.1242,0.0572,true
337,2320.0000,3796.0000,2320.0000,4698.0000,2623.0800,430.4114,2320.0000,2320.0000,2320.0000,2912.5000,3796.0000,0.1758,0.2738,0.0010,0.0010,0.0010,0.2732,1.0000,52.1600,91805.2869,0.0568,true
